cv,features,model,performance
5,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Logistic Regression,82.72
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Logistic Regression,82.72
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Logistic Regression,82.72
5,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled']",Gradient Boosting,82.72
4,"['pclass', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled']",KNN,82.72
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Logistic Regression,82.72
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Logistic Regression,82.72
10,"['pclass', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'true_fare_scaled', 'age_scaled']",Gradient Boosting,82.72
10,"['pclass', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'true_fare_scaled', 'age_scaled']",Linear SVC,82.72
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Logistic Regression,82.72
10,"['pclass', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled']",KNN,82.72
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",MLP,82.72
5,"['pclass', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled']",Linear SVC,82.72
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Logistic Regression,82.72
5,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled']",MLP,82.72
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",Linear SVC,82.72
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Logistic Regression,82.72
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",Linear SVC,82.72
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",MLP,82.72
5,"['pclass', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled']",Linear SVC,82.72
4,"['pclass', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled']",Linear SVC,82.71
10,"['pclass', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled']",Linear SVC,82.71
10,"['sex', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled', 'family_scaled', 'group_scaled']",Logistic Regression,82.71
20,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",MLP,82.71
10,"['sex', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled', 'family_scaled', 'group_scaled']",Linear SVC,82.71
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Gradient Boosting,82.71
5,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Gradient Boosting,82.71
30,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",Naive Bayes,82.71
10,"['pclass', 'is_alone', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled', 'family_scaled', 'group_scaled']",Logistic Regression,82.71
10,"['sex', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled', 'family_scaled', 'group_scaled']",Logistic Regression,82.71
10,"['sex', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled', 'family_scaled', 'group_scaled']",Linear SVC,82.71
60,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",Logistic Regression,82.67
60,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",MLP,82.66
5,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled']",Logistic Regression,82.61
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Gradient Boosting,82.61
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",MLP,82.61
5,"['pclass', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled']",Random Forest,82.61
20,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Random Forest,82.61
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled']",Logistic Regression,82.61
5,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled']",Linear SVC,82.61
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled']",Linear SVC,82.61
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",MLP,82.61
5,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled']",Logistic Regression,82.61
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Gradient Boosting,82.61
10,"['pclass', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'true_fare_scaled', 'age_scaled']",KNN,82.61
10,"['pclass', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'true_fare_scaled', 'age_scaled']",KNN,82.61
5,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled']",MLP,82.61
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled']",MLP,82.61
10,"['pclass', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'true_fare_scaled', 'age_scaled']",Gradient Boosting,82.6
20,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",MLP,82.6
10,"['pclass', 'is_alone', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled', 'family_scaled', 'group_scaled']",SVC,82.6
10,"['pclass', 'is_alone', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled', 'family_scaled', 'group_scaled']",Linear SVC,82.6
60,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",SVC,82.6
10,"['sex', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled', 'family_scaled', 'group_scaled']",MLP,82.6
10,"['sex', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled', 'family_scaled', 'group_scaled']",MLP,82.6
10,"['is_alone', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3']",SVC,82.6
3,"['pclass', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled']",Linear SVC,82.6
40,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",Naive Bayes,82.59
60,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",Logistic Regression,82.54
60,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",Logistic Regression,82.54
40,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",MLP,82.54
60,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",Logistic Regression,82.54
60,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",MLP,82.54
60,"['pclass', 'is_alone', 'has_family', 'has_group', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'true_fare_scaled', 'age_scaled']",Gradient Boosting,82.5
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Linear SVC,82.5
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",MLP,82.5
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Linear SVC,82.5
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled']",MLP,82.5
10,"['is_alone', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3']",Linear SVC,82.49
20,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",MLP,82.49
60,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",SVC,82.49
60,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",SVC,82.49
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled']",Gradient Boosting,82.49
60,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",SVC,82.49
2,"['pclass', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled']",Logistic Regression,82.49
5,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled']",Gradient Boosting,82.49
60,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",SVC,82.49
10,"['is_alone', 'title_1', 'title_2', 'title_3', 'title_4', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3']",Linear SVC,82.49
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Gradient Boosting,82.49
10,"['is_alone', 'title_1', 'title_2', 'title_3', 'title_4', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3']",Linear SVC,82.49
60,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",SVC,82.49
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Gradient Boosting,82.49
60,"['is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Gradient Boosting,82.49
20,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",Naive Bayes,82.48
60,"['pclass', 'is_alone', 'has_family', 'has_group', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'true_fare', 'true_fare_scaled', 'age_scaled']",SVC,82.46
60,"['pclass', 'is_alone', 'has_family', 'has_group', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'true_fare', 'true_fare_scaled', 'age_scaled']",Logistic Regression,82.43
60,"['is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Linear SVC,82.43
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",MLP,82.39
5,"['pclass', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled']",KNN,82.39
10,"['pclass', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'true_fare_scaled', 'age_scaled']",KNN,82.39
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",MLP,82.39
5,"['pclass', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled']",KNN,82.39
5,"['pclass', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled']",KNN,82.39
5,"['pclass', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled']",KNN,82.39
5,"['pclass', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled']",KNN,82.39
5,"['pclass', 'age_scaled', 'true_fare_scaled', 'family_size', 'group_size', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'title_7']",Logistic Regression,82.38
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled']",Linear SVC,82.38
10,"['is_alone', 'title_1', 'title_2', 'title_3', 'title_4', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3']",Logistic Regression,82.38
5,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled']",Logistic Regression,82.38
5,"['sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'age_scaled']",Linear SVC,82.38
10,"['is_alone', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3']",Logistic Regression,82.38
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",Logistic Regression,82.38
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled', 'family_scaled', 'group_scaled']",Logistic Regression,82.38
5,"['sex', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'embarked_1', 'embarked_2', 'embarked_3', 'is_alone', 'pclass', 'age_scaled', 'family_scaled', 'group_scaled']",Logistic Regression,82.38
10,"['is_alone', 'title_1', 'title_2', 'title_3', 'title_4', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3']",Logistic Regression,82.38
25,"['pclass', 'is_alone', 'sex_0', 'sex_1', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'age_scaled']",Naive Bayes,82.38
5,"['sex', 'title_1', 'title_2', 'title_3', 'title_4', 'title_5', 'title_6', 'embarked_1', 'embarked_2', 'embarked_3', 'family_size_1', 'family_size_2', 'family_size_3', 'group_size_1', 'group_size_2', 'group_size_3', 'is_alone', 'pclass', 'true_fare_scaled', 'age_scaled']",Logistic Regression,82.38
